"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","income","political","politicalOther","covidEmployment","feedback"
"U96uAKluvF2FzAgIrbHDtJtHP8iR1CNsebfRiFqaARidQReShyIbNxiyU23WIyRX","2021-08-23 23:04:59","2021-08-23 23:07:11","2021-08-23 23:07:11","","1687","hev","hev, phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyYes","definitelyNot","1950","female","","white","","vocational","retired","detached","","own","","2","inc_75to100","very_conservative","","no","none"
"j08RxsjVhL9LjFcncHjEPvls0v8VHkJA19Nv4q-VFLvwRn4-DQ4Bp_p9BkVAbYCw","2021-08-23 23:05:17","2021-08-23 23:06:37","2021-08-23 23:06:37","","4867","phev","hev, phev, bev","7500","2","Gasoline","","SFH","","3","definitelyNot","definitelyYes","1950","male","","white","","degree_bs","retired","detached","","own","","2","inc_75to100","very_conservative","","no",""
"pOQfqeBLROIM0RXv740ylk_1cCnbV3md-69nfckszvwApEql_tsUDQ2hpxsXQ5vp","2021-08-23 23:06:11","2021-08-23 23:07:33","2021-08-23 23:07:33","","1305","hev, phev","phev, bev","not_sure","1","Gasoline","","shared_lot","","2","probablyNot","definitelyNot","1965","male","","white","","college_some","employed_over40","condo","","own","","2","inc_100to150","moderate","","no",""
"ynB--aAGXeIUyT7yY9-BouxhIdI_NVuZ13yXpG1Jjpo41mj5ABa0X8ab2xz1jzYB","2021-08-23 23:06:13","2021-08-23 23:07:30","2021-08-23 23:07:30","","124","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","3","probablyYes","probablyYes","1993","male","","prefer_not_say","","degree_bs","employed_under40","apartment","","rent","","2","inc_50to75","liberal","","no",""
"sV4sgpVufrPcg7HJgw_YvRf566mieNyzLjHbEJyBBFNPGmbRXZilyFZBxzpyMDCz","2021-08-23 23:06:23","2021-08-23 23:08:18","2021-08-23 23:08:18","","4863","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","maybe","definitelyNot","1943","female","","white","","degree_ms","retired","detached","","own","","2","inc_100to150","conservative","","no",""
"icfIK69hLKrLVQzyYFOAiYJmdxwe-uJBaFzpnCrp_XRRijEu4uPvBAmv3wiiXgp-","2021-08-23 23:07:02","2021-08-23 23:08:18","2021-08-23 23:08:18","","9078","hev, phev","phev, bev","1000","2","Gasoline","","street, driveway, SFH","","2","probablyYes","probablyYes","1984","male","","white","","degree_md","employed_over40","detached","","own","","2","inc_75to100","moderate","","no",""
"Cf4tScnbnUtPrQzjdCMWfhmi7dS5d3VO3AhEuETQewr4ECkaWCfR3ULavrtHcpJH","2021-08-23 23:08:39","2021-08-23 23:11:57","2021-08-23 23:11:57","","1623","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","SFH","","1","maybe","maybe","1960","female","","white","","degree_bs","not_employed_yes_looking","detached","","rent","","4","inc_50to75","moderate","","no","Electric Cars will not sell in higher volumes until range, price and recharging is expanded to become more convenient,  cheaper and easier to recharge. "
"pR6RCNpz0BHxkLLDCVoG0PDM5RKxVy9h0nPGzGTr4GPnaNTF71bYHs46AFWLNggQ","2021-08-23 23:08:56","2021-08-23 23:11:04","2021-08-23 23:11:04","","842","hev","hev, phev, bev","7500","1","Gasoline","","SFH","","3","definitelyNot","definitelyNot","1951","female","","white","","college_some","retired","townhome","","own","","2","inc_50to75","moderate","","no","none"
"qZEWcZVyMt8nmk_dqL1egDVsK6wOyRDH4xlG6Cy4C_w-vrAySed0Yjwc0BKrRuCL","2021-08-23 23:10:22","2021-08-23 23:11:57","2021-08-23 23:11:57","","8303","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","2","definitelyNot","definitelyNot","1955","female","","white","","hs","retired","detached","","own","","2","inc_50to75","very_conservative","","no","None"
"Rugv_-dxQ2mAoWWX_I3aZ9tt6BveuDJ1Fjg5--C2WusjdtGVFJeautvQ26xCP2gj","2021-08-23 23:11:01","2021-08-23 23:13:43","2021-08-23 23:13:43","","9355","hev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","3","maybe","definitelyNot","1946","male","","white","","hs","retired","detached","","own","","2","inc_50to75","very_conservative","","no",""
"s2MP3O1GQwqUxf5VkAlBmt264FkGC5PsCtakbFnSUW-8HyEiUn14o-yKPV4rHA-P","2021-08-23 23:11:16","2021-08-23 23:12:46","2021-08-23 23:12:46","","1570","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway, SFH","","2","probablyYes","probablyNot","1951","female","","white","","degree_bs","retired","detached","","own","","1","inc_75to100","moderate","","no",""
"Q61GuaMZ0XNLvBiERPFq9_wdpJCOqMiAJVnVodb3aHk3qYuLPx6sI5COWSTcsaec","2021-08-23 23:14:58","2021-08-23 23:17:46","2021-08-23 23:17:46","","6931","hev, phev","phev, bev","not_sure","2","Gasoline","","street, SFH","","2","probablyYes","probablyYes","1947","male","","white","","degree_bs","retired","detached","","own","","2","inc_50to75","conservative","","no","none"
"vXaFAGGkAN2TvpUYro8KLNOsiT7xvA2bR5tOHegLIFhlmOnK3OEnAO0qZ_N6Zw-Q","2021-08-23 23:15:40","2021-08-23 23:20:19","2021-08-23 23:20:19","","5164","hev, phev","hev, phev, bev","7500","1","Gasoline","","shared_garage, shared_lot","","3","probablyNot","probablyNot","1941","female","","white","","degree_bs","employed_under40","condo","","own","","1","inc_50to75","conservative","","no","it was easy to understand the questions"
"NyhIqhkOg07mMUWT2BPsEFKh33vZcW0uJxDRXtgTXKs4A1JeP7fioY4LGl3HF3Dg","2021-08-23 23:16:32","2021-08-23 23:17:36","2021-08-23 23:17:36","","2045","hev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","2","maybe","maybe","1984","female","","white","","hs","employed_under40","detached","","own","","3","inc_50to75","moderate","","no",""
"3kV_hTSgh_EBd1raJIK09FdTFcT4Oj-DtUHmNlTD1TvKJZUiKSIvocNioSE46Uq8","2021-08-23 23:29:17","2021-08-23 23:32:19","2021-08-23 23:32:19","","5365","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH, shared_garage","","2","probablyNot","probablyNot","1947","female","","white","","college_some","retired","detached","","own","","2","inc_50to75","prefer_not_say","","yes",""
"PBhjWRO9VNe95PyLkTSGej3bHgLty9p_hGVDg_N84BlSrxkL-_ENpCjw7nKc8xol","2021-08-24 00:07:09","2021-08-24 00:08:32","2021-08-24 00:08:32","","7579","phev","phev","7500","1","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1953","female","","white","","hs","employed_over40","detached","","own","","3","inc_50to75","moderate","","no",""
"iYt9gvAPglgFShhBJ9M1RJEFKgHzQ-h4aw1m0h3ox6HdRdMdDGJL5Nf_X6FcdRMo","2021-08-24 00:07:26","2021-08-24 00:08:26","2021-08-24 00:08:26","","2532","hev","phev","7500","4","Gasoline","","street, driveway, SFH","","1","definitelyYes","probablyYes","1990","male","","white","","degree_bs","employed_over40","townhome","","own","","4","inc_75to100","very_conservative","","yes","Thank you "
"Ua46zwut1V1-BzJM6S3pifb3o_OrpcIgHwR7m_b91eBjWjPN2M_Zz2pvTYIMCff_","2021-08-24 00:07:30","2021-08-24 00:10:12","2021-08-24 00:10:12","","2875","hev, phev","phev, bev","7500","2","Gasoline","","SFH","","1","probablyYes","probablyYes","1949","male","","white","","degree_bs","retired","detached","","own","","2","inc_150to200","moderate","","no",""
"Xv3yWT0UsfUWEeCSXtQCq6Xe9vNBlq8eoK2p8MNqOXEB-Zaw4OCg-7fKe9RehXvf","2021-08-24 00:09:04","2021-08-24 00:10:49","2021-08-24 00:10:49","","2663","hev","phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyNot","probablyNot","1947","female","","white","","degree_bs","retired","detached","","own","","2","inc_100to150","liberal","","no",""
"GOluWM7vGHJETjLV993Q7ZWMVANk7WLtTq29De62ouaMbe8FQdZz8KSPTNzOVFkV","2021-08-24 00:10:24","2021-08-24 00:13:13","2021-08-24 00:13:13","","5924","hev","","2500","1","Gasoline","","driveway","","1","maybe","definitelyYes","1979","male","","black","","degree_bs","employed_over40","townhome","","rent","","5 or more","inc_35to50","very_conservative","","yes","none"
"EE2kMSSwMXLeluLokC8jJk29-uEr3OjKB13hbT2A5JzRZfYe-mwT0Cys_cld0zxO","2021-08-24 00:10:33","2021-08-24 00:14:30","2021-08-24 00:14:30","","3508","hev, phev","phev, bev","7500","1","Hybrid","","driveway","","3","definitelyYes","definitelyYes","1947","male","","white","","degree_phd","retired","apartment","","rent","","1","inc_100to150","very_liberal","","no",""
"uiWZS9YU1jPn52su8LZqjgZsRbybqiJovdeByEBVij6NIAmU1pb6obFNvvM3oA5O","2021-08-24 00:15:26","2021-08-24 00:17:11","2021-08-24 00:17:13","","5377","hev","phev, bev","not_sure","3","Gasoline","","driveway, SFH","","2","probablyNot","probablyNot","1954","male","","white","","college_some","retired","detached","","own","","2","inc_75to100","liberal","","no",""
"4hBRrdiHVSvwkQmYIcytGHUO76hudTRu1xKs0FAeVuyvZWpfPkqTXtOWIQcWfUeO","2021-08-24 00:20:31","2021-08-24 00:22:43","2021-08-24 00:22:44","","5958","phev","phev","7500","2","Gasoline","","driveway, SFH","","2","definitelyNot","definitelyNot","1962","male","","white","","degree_bs","employed_over40","apartment","","own","","2","inc_150to200","conservative","","no","Great survey. I absolutely love financial matters."
"CFGLkrWRkqy9hc1OXCdJzmBblSOHeU8yv-rt0qBrw3BvEUDhZ5k-X5q-sxSe1Mr4","2021-08-24 00:21:07","2021-08-24 00:24:46","2021-08-24 00:24:48","","8612","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","probablyYes","1952","female","","white","","hs","not_employed_not_looking","detached","","own","","3","inc_50to75","liberal","","no","n0"
"yiA77t8sgLveOviZF7zFk7ZnC-UME5c1NQyjCL4Jdvg5MWesH5CM88I-SxjSW41O","2021-08-24 00:23:22","2021-08-24 00:26:12","2021-08-24 00:26:14","","9625","phev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","3","definitelyNot","definitelyNot","1964","male","","white","","college_some","retired","detached","","own","","2","inc_35to50","moderate","","no","Good Survey"
"DiN9LM3l3m9C5vSosBf5SlGjXXDp0-S_XQAX7ohyYrdBdW6aqFH2PHBepDxg5K5B","2021-08-24 00:23:56","2021-08-24 00:27:17","2021-08-24 00:27:18","","8711","hev, phev","phev, bev","5000","1","Gasoline","","street","","3","maybe","probablyNot","1947","female","","white","","degree_ms","retired","townhome","","own","","1","inc_50to75","liberal","","no","Better than most. Good idea to put all these demographic questions on the same page."
"s7AH9iAY3Tsnha9Pld8iQhs_WmEan1npTHTY-sfzbEz7R5w68ww_y-0tNtY57ikJ","2021-08-24 00:24:00","2021-08-24 00:25:43","2021-08-24 00:25:45","","4861","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway, SFH","","3","maybe","maybe","1986","male","","white","","hs","employed_over40","detached","","own","","5 or more","inc_50to75","conservative","","no","No"
"tHu_8HJE5nDAxdh0cSu1sInQeukTrsShEHFzucdSnyMD5OnBG5JrfHNS5CQqT_Pe","2021-08-24 00:25:04","2021-08-24 00:26:49","2021-08-24 00:26:51","","2285","hev","phev","not_sure","3","Gasoline","","driveway, SFH","","2","definitelyNot","definitelyNot","1954","male","","white","","degree_ms","retired","detached","","own","","2","inc_150to200","conservative","","no",""
"N-wwX2Hs1VWHs29m_nAJSqW7TWf2GbxgarZAYRX-41ykXOwb69Uc6hW4Ahu-yoKP","2021-08-24 00:25:04","2021-08-24 00:26:21","2021-08-24 00:26:22","","2962","phev","hev","7500","3","Hybrid","","SFH","","1","definitelyNot","definitelyNot","1985","male","","asian","","degree_bs","employed_under40","mobile","","own","","3","inc_75to100","liberal","","yes",""
"SkibSpmJG-_pptG3VDsaaDwfgF6ALwqsZqhxFEjudoboujJG7rHJFsS20l5dB4t3","2021-08-24 00:27:45","2021-08-24 00:31:16","2021-08-24 00:31:17","","2659","hev, phev","phev, bev","not_sure","4","Gasoline","","driveway, SFH, shared_lot","","1","maybe","definitelyNot","1943","male","","white","","degree_ms","retired","townhome","","own","","3","inc_75to100","moderate","","no","no"
"S6nlVX54Kql7MmiiKQljUNEGf3j8SHk5sCqq1sn29samfpW35xov1o-efrmbZcEm","2021-08-24 00:28:42","2021-08-24 00:30:20","2021-08-24 00:30:21","","7347","hev, phev","phev, bev","7500","2","Gasoline","","SFH","","2","maybe","maybe","1947","male","","white","","degree_md","retired","detached","","own","","2","inc_75to100","moderate","","no","None "
"M719j306DfBwz--y2T8ZY-aKLfv2Ont_kXU588iT6bVtEJDO9WCFMjd2w_ILjX6N","2021-08-24 00:29:24","2021-08-24 00:32:02","2021-08-24 00:32:03","","5719","hev","phev, bev","not_sure","2","Gasoline","","driveway","","3","probablyNot","definitelyNot","1964","female","","white","","degree_ms","employed_over40","detached","","own","","2","inc_75to100","conservative","","no",""
"j1XcMWF3u5aZIgt_mBQpMBcVos9NiGM_T6FkGImio_PVHY2d58urYMtB7-mn7-HB","2021-08-24 00:29:31","2021-08-24 00:31:47","2021-08-24 00:31:49","","6801","hev","phev","7500","4","Gasoline","","driveway, SFH","","2","probablyYes","probablyYes","1953","male","","white","","degree_bs","retired","detached","","own","","4","inc_75to100","moderate","","no",""
"WNXhXthchxI8CYDlavn53nTMV3OvvRW6tJjmu8mursG28FgfHOeLB3zhrHguDDPH","2021-08-24 00:29:35","2021-08-24 00:32:07","2021-08-24 00:32:08","","4743","phev","phev","not_sure","1","Gasoline","","SFH","","2","definitelyYes","probablyNot","1950","male","","asian","","vocational","retired","mobile","","own","","2","inc_35to50","moderate","","no","interesting"
"cfBoLtKeX5qT_eDtd6VMg380Ntg0scKRGR3eS9KnRtYC4KEQ7J3Cz6MSh0fi-Bj_","2021-08-24 00:31:51","2021-08-24 00:34:11","2021-08-24 00:34:13","","6275","hev, phev","phev, bev","7500","1","Gasoline","","SFH","","3","probablyNot","definitelyNot","1945","male","","white","","degree_bs","retired","detached","","own","","2","inc_50to75","conservative","","no",""
"EfZeZSLN03hrpWYTQxIwmflLixwv1qvLJN8pDQR9oHJCB5PBY2e6k3Vrx2nfh8TP","2021-08-24 00:42:23","2021-08-24 00:44:28","2021-08-24 00:44:29","","4713","hev, phev","hev, phev, bev","5000","1","Gasoline","","street, driveway","","3","definitelyNot","definitelyNot","1950","male","","white","","vocational","retired","detached","","own","","1","inc_35to50","moderate","","no",""
"J61Vv9UOSA-u3PqX38aXdRrcEuv28sxdzpzNhbYEGUj2Exg7oXPs6k1cm73ZEHhN","2021-08-24 01:04:02","2021-08-24 01:05:23","2021-08-24 01:05:23","","4377","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyYes","1987","male","","black","","degree_bs","employed_over40","townhome","","own","","2","inc_150to200","very_liberal","","no",""
"WkRux5V3_hfCY-H9eehouLoh9g0I71fHLa_nEJwzuUxtGEj1sSHxg1xorS7zZ9Mt","2021-08-24 01:12:47","2021-08-24 01:14:48","2021-08-24 01:14:48","","8583","hev, phev","phev, bev","7500","1","Gasoline","","SFH","","2","probablyYes","probablyNot","1943","male","","white","","degree_bs","retired","detached","","own","","2","inc_75to100","very_conservative","","no",""
"p_hGtsSsckFR3gBqMq9s2GwzcNMC-tpyPa_mHxXAgvPaPvJmBlm2rc_-6MBn34Ql","2021-08-24 01:14:16","2021-08-24 01:16:28","2021-08-24 01:16:28","","9188","hev","phev","not_sure","2","Gasoline","","shared_garage","","2","maybe","maybe","1945","male","","white","","vocational","retired","detached","","own","","2","inc_50to75","conservative","","no","None"
"2Gc7QyyS7bbszRTcmJP-ZdiERIqbE6ltSoOM_nJiFFXuhlROPxmYIrztGTuq7HJV","2021-08-24 01:14:42","2021-08-24 01:16:51","2021-08-24 01:16:51","","4917","hev","phev","not_sure","1","Gasoline","","driveway","","3","maybe","probablyYes","1951","female","","white","","degree_ms","retired","detached","","own","","1","inc_75to100","very_liberal","","no",""
"7GUnLUS7hr87fUK1sWjmIoO8uAw3Cx_GxBPv63HCw4wbhdPp9sH-G8sep1S7mnX9","2021-08-24 01:15:13","2021-08-24 01:17:14","2021-08-24 01:17:14","","3621","hev, phev","phev, bev","7500","2","Gasoline","","street, driveway","","2","probablyYes","probablyNot","1945","male","","white","","hs","retired","detached","","own","","3","inc_50to75","conservative","","no",""
"4GsmKG45f2RI5uGRIUJrUInbEABrm-Wao1e8AvnsHsyLTA9mjt_M9TXLcghFX9gf","2021-08-24 01:18:22","2021-08-24 01:22:49","2021-08-24 01:22:49","","5425","hev, phev","phev, bev","not_sure","2","Gasoline","","SFH","","2","maybe","definitelyNot","1953","male","","white","","college_some","employed_over40","detached","","own","","2","inc_75to100","moderate","","no",""
"fQBGLPP01lrBcmC8jLPsPm_PJF8j9DmPuyO_VjffNOs6l4pjhHQ5K8dLRZeGLZQs","2021-08-24 01:22:57","2021-08-24 01:25:48","2021-08-24 01:25:48","","4843","hev","phev, bev","5000","2","Gasoline","","SFH","","3","definitelyNot","definitelyNot","1948","male","","white","","degree_md","retired","detached","","own","","2","inc_over400","conservative","","no",""
"qLs77xVVutASZGGoQsH1nHk82NfrwdGW2tiPB9Gb09S1-iSNB4pDLc0xcHVpu2Nw","2021-08-24 01:23:17","2021-08-24 01:26:06","2021-08-24 01:26:06","","8795","hev, phev","phev, bev","7500","2","Gasoline, Hybrid","","driveway, SFH","","2","definitelyYes","maybe","1955","male","","white","","degree_bs","employed_under40","detached","","own","","2","inc_50to75","liberal","","no",""
"EVb69r4qhTbCin760eKRUetQgjXjXFIGNYqzSdxhk44m_KS0ZqZFo7WkT4RRBNio","2021-08-24 01:23:39","2021-08-24 01:30:22","2021-08-24 01:30:22","","8607","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","3","maybe","probablyNot","1953","male","","white","","degree_ms","retired","condo","","own","","1","inc_50to75","liberal","","no","The sales tax credit is a bit tricky. Since I expect my actual sales tax to be at most $2000, probably a fair bit less, a ""$2600"" credit isn't as great as it sounds. And so I often eschewed that choice  in cases where it would APPEAR to be the best."
"-Y_UfxC3H5Xuz1ajTUZ8p2Q_QjH0P3cytCbQyDyeuTdwBwsncljF7m68v5wiDs-J","2021-08-24 01:25:19","2021-08-24 01:28:47","2021-08-24 01:28:47","","871","hev, phev","phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","2","maybe","probablyNot","1950","male","","white","","degree_ms","employed_over40","detached","","own","","2","inc_200to250","moderate","","no",""
"hiyFzXyUAOe7BF2gQAHRMKUfD_YeMgYDgu0LBJPmga6Z_1LyhjBK6x6qmpk3D6jo","2021-08-24 01:27:24","2021-08-24 01:29:08","2021-08-24 01:29:08","","1829","hev, phev","phev, bev","7500","1","Hybrid","","SFH","","2","probablyYes","maybe","1954","male","","white","","degree_ms","employed_under40","condo","","own","","2","inc_75to100","conservative","","no",""
"5NeUOmx0UKGbo2VIb1m9cbwI3iAtaRXZbhu0PIKxqi71evOsvf0nFzCcHni-0mQL","2021-08-24 01:27:33","2021-08-24 01:29:40","2021-08-24 01:29:40","","6498","hev","phev, bev","7500","2","Gasoline, Hybrid","","SFH","","1","probablyNot","definitelyYes","1960","male","","white","","degree_bs","employed_over40","detached","","own","","2","inc_150to200","conservative","","no","Interesting topic"
"iOP42MCrykbg5lH_u4e6kvHSCL5khc8eyT0dDpl_Ns7BcsdpUgBa9_nmR3JL3nUQ","2021-08-24 01:29:09","2021-08-24 01:30:49","2021-08-24 01:30:49","","6723","hev, phev","phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyYes","maybe","1953","male","","white","","college_some","retired","detached","","own","","1","inc_75to100","moderate","","no",""
"N8MNmLWWNgt1b8iS6AnvtoJIAlHk8LXKU4frVjo7dePNF9_7newGCDoTfXD9jZoP","2021-08-24 01:30:48","2021-08-24 01:33:24","2021-08-24 01:33:24","","5136","hev","phev","7500","4","Gasoline","","SFH","","2","maybe","maybe","1967","female","","white","","degree_md","retired","detached","","own","","4","inc_50to75","conservative","","no",""
"d7stVGr4oO8Jvo-PNcCedsNV8s0M99GLij8pl163nkRUphRwfZ9KBtQsbGVUm0e1","2021-08-24 01:31:23","2021-08-24 01:32:46","2021-08-24 01:32:46","","9872","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway, SFH","","2","definitelyYes","probablyNot","1964","female","","white","","degree_bs","employed_over40","detached","","own","","1","inc_50to75","liberal","","no",""
"2hLv1iN0zhNGyrxN_zq4OWhu-_kG0OtTR_Dxy7WBFgw5yZlk1eorHv5YoN2zdlpS","2021-08-24 01:31:40","2021-08-24 01:34:25","2021-08-24 01:34:25","","4830","hev","phev, bev","not_sure","1","Gasoline","","shared_garage","","3","probablyNot","definitelyNot","1941","male","","white","","degree_bs","employed_under40","condo","","own","","1","inc_50to75","moderate","","yes",""
"QTAjjfg3WEMS160_Ri2qwAH9WCFp7dJMzrSqQ2RHQSvt599RcKZSj_x4PfYD9Fij","2021-08-24 01:32:29","2021-08-24 01:34:55","2021-08-24 01:34:55","","3126","hev","phev","not_sure","1","Gasoline","","SFH","","3","maybe","probablyNot","1954","male","","white","","degree_ms","retired","condo","","own","","2","inc_100to150","moderate","","no","good job!"
"dysixYEDOYPsiqH_XU4ysgX1xU4zEZkXiu0WuynkYYCM5YYoJX73g9K5bebWxLzD","2021-08-24 01:32:43","2021-08-24 01:35:31","2021-08-24 01:35:31","","7929","hev, phev","phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyYes","maybe","1954","male","","white","","degree_bs","employed_over40","detached","","own","","2","inc_75to100","conservative","","no",""
"7kH0NWJmOAiQ-5r2OkSHLwHUftX-r7gDEzdZ984QBmoJ2WeYI8makxavnFTOAPPs","2021-08-24 01:33:33","2021-08-24 01:35:08","2021-08-24 01:35:08","","6163","hev","phev, bev","not_sure","1","Gasoline","","SFH","","3","probablyYes","maybe","1951","male","","white","","degree_bs","employed_over40","detached","","own","","2","inc_150to200","moderate","","no","none"
"w6s7lfByxYw6XkrIsO9gMU43aCzNlH68VXkcbzTsNk5V9Fb4eDIcgsjFZ3_29MAE","2021-08-24 01:37:57","2021-08-24 01:41:23","2021-08-24 01:41:23","","1275","hev, phev","phev, bev","7500","1","Gasoline","","driveway","","1","definitelyNot","maybe","1947","male","","asian","","degree_associate","retired","detached","","own","","2","inc_75to100","liberal","","no","I thought your survey was well thought out but it would help if you gave the best option for each question.  Thank you "
"We0_C-RKaAKTz-e7h0jqqt7LKth9f1vyMT9nZ7Gdqw4K6oUIDpJonI7mVT1puE1r","2021-08-24 01:39:03","2021-08-24 01:41:05","2021-08-24 01:41:05","","9957","phev","phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","probablyNot","1946","male","","white","","degree_bs","retired","detached","","own","","3","inc_75to100","conservative","","no","No"
"f5h9UcqF6dAMK9XLhJhhWaJMyjT7XvrL8DPdnRjXCwX9vAb14oR2gG7VWico-P--","2021-08-24 01:40:40","2021-08-24 01:42:49","2021-08-24 01:42:49","","927","hev","phev","5000","2","Gasoline","","SFH","","2","probablyYes","maybe","1957","male","","white","","degree_ms","employed_over40","detached","","own","","1","inc_75to100","moderate","","no","Nice survey"
"ftSve4WEXGX9f123UrcqgFfNCU5wHtHhP8cUzphLHjSJ5R3j1O4uWgGuClB6Dxjd","2021-08-24 01:42:05","2021-08-24 01:43:23","2021-08-24 01:43:23","","8696","hev","phev, bev","7500","2","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1954","male","","white","","degree_bs","employed_under40","detached","","own","","4","inc_75to100","conservative","","no",""
"OlIDX6oxau1yYikDzEdmtAyXWkTSuMTEaCaQ6kfDCUgUe7tBNh-9mNLcozNMakJ5","2021-08-24 01:45:04","2021-08-24 01:47:16","2021-08-24 01:47:16","","5229","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","maybe","maybe","1954","male","","white","","college_some","retired","detached","","own","","2","inc_50to75","conservative","","prefer_not_say","None"
"z1mrPAWtou-7gWcDwQXzjgtMRcliQ9MFsC47eQC-hDEeGcA2gh4zhKkBycLSchU8","2021-08-24 01:45:44","2021-08-24 01:47:38","2021-08-24 01:47:38","","1937","hev, phev","phev, bev","not_sure","1","Gasoline","","SFH","","3","probablyYes","maybe","1963","male","","white","","degree_ms","employed_under40","detached","","own","","2","inc_75to100","liberal","","no","good survey"
"WxXChP7sOkGwpPfIVqTBjOeODe7dnVpL3iOfIFg8NoMacBqG2wJgqplTrpPbJoDS","2021-08-24 01:54:58","2021-08-24 01:58:14","2021-08-24 01:58:14","","2220","hev, phev","phev, bev","10000","1","Gasoline","","SFH","","3","definitelyNot","definitelyYes","1951","male","","white","","degree_bs","retired","townhome","","own","","2","inc_50to75","moderate","","no",""
"D9O3nQAKc9whCvlWcLUVJ9maCwoBORZ1QUk7EsNJR_9I5CFde8_R9r4Oiz7cmEOE","2021-08-24 02:03:35","2021-08-24 02:05:18","2021-08-24 02:05:18","","2937","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","street, shared_lot","","2","probablyYes","maybe","1981","female","","white","","college_some","employed_over40","apartment","","rent","","3","inc_75to100","liberal","","no",""
