"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","income","political","politicalOther","covidEmployment","feedback"
"N6MThfW0L4Q9KEWNsv_FBfhBdqvtss2wBCbICqDlIkLrU5_9OA_kDUcBcRl1vJbO","2021-08-29 14:55:25","2021-08-29 14:58:33","2021-08-29 14:58:33","","4841","hev, phev","phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyNot","definitelyNot","1956","male","","white","","degree_bs","retired","townhome","","own","","2","inc_50to75","prefer_not_say","","no",""
"r8bHtfNc0dOvYvZSThdS7yN5B_Gx05HHdrL6Sw2MJmdCDfZHM6GPU9Xo21HAF6wt","2021-08-29 15:08:26","2021-08-29 15:11:10","2021-08-29 15:11:10","","1334","hev, phev","phev","not_sure","2","Gasoline","","street, driveway, SFH","","2","probablyYes","maybe","1955","female","","white","","degree_bs","retired","townhome","","rent","","2","inc_50to75","conservative","","no","Very interesting survey! Enjoyed it."
"MusMKnanu88DphIscXKzTtp5c5VKWagj1B6-rGCjX7P42zHDbM9ePQQ_VOKHImrz","2021-08-29 15:08:28","2021-08-29 15:21:44","2021-08-29 15:21:44","","5008","hev, phev","phev, bev","7500","1","Gasoline","","street, driveway, SFH","","3","definitelyYes","definitelyNot","1938","male","","white","","degree_associate","employed_under40","detached","","own","","2","inc_50to75","very_conservative","","no","With the high demand for vehicles currently, why are you concerned with incentives. The incentives will ultimately cost all consumers with either higher prices, higher taxes, or both."
"F94QfJb0YSd1ocrVOiwCZUvFMv5H3DXqS-SnEY_qxjO31Mh3ji1U0s5RFseT9Hdo","2021-08-29 15:09:32","2021-08-29 15:12:09","2021-08-29 15:12:09","","6618","hev","phev, bev","not_sure","0","","","street","","1","maybe","maybe","1960","male","","black","","degree_associate","not_employed_not_looking","apartment","","rent","","3","inc_25to35","moderate","","yes","None"
"d1TOdkHri89fPoc6LtD8awvLO_iOIAHGfs6C0N8kBCTfZT0wyGH-xGc5W0pe6dJo","2021-08-29 15:12:41","2021-08-29 15:15:16","2021-08-29 15:15:16","","8282","hev, phev","hev, phev","not_sure","2","Gasoline","","driveway, SFH","","2","probablyNot","definitelyNot","1956","male","","white","","degree_ms","retired","detached","","own","","2","inc_100to150","conservative","","no",""
"ZzXoUFHUXWQerJOLkgIea_5Nv56A-YJtvjpE2RZkXokfInLN-JxXJ3YG7mWIds1F","2021-08-29 15:16:10","2021-08-29 15:17:35","2021-08-29 15:17:35","","7017","phev","hev, phev, bev","not_sure","2","Gasoline","","SFH","","2","definitelyYes","probablyYes","1992","male","","white","","degree_bs","employed_over40","detached","","own","","2","inc_75to100","conservative","","no","The more money the better"
"gnK_EiTNGIYTXKICfujQHYtj4ORQupfQFHXZugOurPX27KWuFw-j8g7TaWOOtccM","2021-08-29 15:17:01","2021-08-29 15:18:23","2021-08-29 15:18:23","","5417","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","definitelyNot","1958","female","","white","","vocational","retired","condo","","own","","2","inc_100to150","conservative","","no",""
"ANTaHcCLhIH96URzFGmUdbnVECIcj74u3WwWKAjFkpubNpfk13Mc5B_1IXcKhn45","2021-08-29 15:17:13","2021-08-29 15:19:47","2021-08-29 15:19:47","","3081","hev, phev","hev, phev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1971","female","","white, hispanic","","college_some","not_employed_not_looking","detached","","own","","4","inc_50to75","moderate","","no",""
"ueq_AAIPaf0sYuPH_1opNGxd9BooeJorNLlhG2WBTx5CcmzJ_WlF1SaO5QbHzriq","2021-08-29 15:21:20","2021-08-29 15:24:49","2021-08-29 15:24:49","","7627","hev, phev","phev, bev","not_sure","0","","","driveway","","1","maybe","probablyNot","1949","male","","white","","degree_bs","retired","apartment","","rent","","1","inc_25to35","moderate","","no","No."
"5W82cPm9OWrdM9QUl5jnchmeWVsmrBCdBBnIwpdLzpHPZeKFh6xnr_lFG9pvtr3d","2021-08-29 15:22:27","2021-08-29 15:23:56","2021-08-29 15:23:56","","8302","hev","phev, bev","not_sure","2","Gasoline","","driveway","","3","maybe","probablyYes","1976","male","","white","","college_some","employed_over40","mobile","","own","","3","inc_100to150","very_conservative","","no",""
"1I5FUbdnfE5BY1jZqz2jqMmSY0q9cZojGiQt16Bn_oK8clBRFGd9g3XYIJaI7NDS","2021-08-29 15:27:07","2021-08-29 15:28:16","2021-08-29 15:28:16","","5548","phev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","3","maybe","maybe","1977","female","","white","","degree_ms","employed_over40","detached","","own","","4","inc_150to200","moderate","","no",""
"x6GSsI5kcYeldFmySl4ApQrDDTiiINbTxiU5xi3zJgrXHEuCjYOrP5WVw-sowTLn","2021-08-29 15:34:32","2021-08-29 15:36:58","2021-08-29 15:36:58","","7983","hev","hev, phev, bev","not_sure","2","Gasoline","","street","","2","definitelyNot","definitelyNot","1969","male","","white","","degree_associate","disabled","detached","","own","","3","inc_50to75","very_conservative","","no",""
"GAy2eihk-ya4QKoENXok1kMxVoSSsCKhmtPTufyXR-rooaRxuNpQFeoxXJJdvO3p","2021-08-29 15:37:17","2021-08-29 15:40:16","2021-08-29 15:40:16","","2292","hev","phev, bev","not_sure","2","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1946","male","","white","","college_some","employed_under40","detached","","own","","1","inc_75to100","liberal","","yes","Survey was easy to understand and complete"
"IM93pEedRRJcyyigK32ilq_o4GuAWvY8AsrUIVS96Gt5x4KQcFC7v7MGpqBHFcPM","2021-08-29 15:44:52","2021-08-29 15:47:08","2021-08-29 15:47:08","","1931","hev","hev, phev","not_sure","2","Gasoline","","driveway, SFH","","3","maybe","definitelyYes","1959","male","","black, white","","degree_bs","employed_over40","detached","","own","","2","inc_100to150","moderate","","no",""
"A9RZLbQeBxx8hniYes9a4IKxPzxnh5oviCX-geN5qbTB9TTYg3ZXREvsG5UbkkQ0","2021-08-29 15:48:00","2021-08-29 15:50:03","2021-08-29 15:50:03","","688","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyYes","1952","male","","white","","college_some","retired","detached","","own","","2","inc_35to50","moderate","","no",""
"cFaB9AtEoZokcBxbeQxkREhHc5Dvsby_Yp6Jvo34j4uEZu9hp4E1g9a_JhJ0G7nF","2021-08-29 15:48:00","2021-08-29 15:49:29","2021-08-29 15:49:29","","9319","hev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","3","probablyNot","definitelyNot","1948","male","","white","","degree_associate","retired","detached","","own","","2","inc_75to100","conservative","","no",""
"Rh8XcxlPPU5pww3mJZZZvoQ3eJEjtUBhcTNOnMLt7r6AAybPh21-Omif12XOGY7R","2021-08-29 15:48:30","2021-08-29 15:50:04","2021-08-29 15:50:04","","1449","hev","phev","not_sure","3","Gasoline","","driveway, SFH","","2","maybe","probablyNot","1949","male","","white","","college_some","retired","detached","","own","","2","inc_100to150","conservative","","no",""
"cP-QFHMPajn0n_tBinTPKzgQ9S_UEljrAMqZReuyFgCVPrltdxW9jkLBCRCU3ldC","2021-08-29 15:53:01","2021-08-29 15:56:20","2021-08-29 15:56:20","","4931","hev","phev, bev","2500","1","Gasoline","","SFH","","3","probablyYes","probablyYes","1947","male","","white","","degree_bs","retired","detached","","own","","2","inc_50to75","moderate","","no","It was fine as is."
"FnSaiE67kptHUS3FG9oN-nEtoDsf7v_17pCrn1jbs3loIiOO4Yy9yWR_gaCmQ9UP","2021-08-29 15:55:05","2021-08-29 15:57:29","2021-08-29 15:57:29","","2969","phev","bev","7500","2","Hybrid","","driveway","","1","definitelyYes","definitelyYes","1981","female","","white","","degree_bs","employed_under40","townhome","","own","","5 or more","inc_75to100","conservative","","yes",""
"I05u0DMQIYeeQDdXA_J3o4SVJh_yGddqkJaRiRqWYQld9tq5v-9mvJ5-UAKT39zM","2021-08-29 15:57:39","2021-08-29 15:59:35","2021-08-29 15:59:35","","6860","hev","hev","5000","2","Gasoline","","SFH","","2","probablyYes","probablyYes","1981","female","","asian","","degree_bs","employed_over40","detached","","own","","4","inc_75to100","moderate","","no",""
"9_tgXvrAOWR7_h6DAIYImA9GsBeUd32RMUo44ZQAAHFPfBcVYU3EZHVv46j1d967","2021-08-29 15:58:36","2021-08-29 16:00:00","2021-08-29 16:00:00","","1392","hev","phev, bev","not_sure","2","Gasoline, Hybrid","","SFH","","1","definitelyYes","definitelyYes","1950","female","","white","","degree_bs","retired","detached","","own","","2","inc_75to100","moderate","","no",""
"7b57S7Yj8FxG3yL8XtKo1y3z7DFQyJ88ATiCrJMA7De3q6tkfgBfESVuxtUZz2tA","2021-08-29 16:05:18","2021-08-29 16:06:56","2021-08-29 16:06:56","","4612","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyNot","definitelyNot","1956","male","","white","","college_some","retired","detached","","own","","2","inc_75to100","conservative","","no",""
"eljOyiE1ho3z72AiVfuDRGd9Q-5Fy0AeLzIGd1KXlI2F1dGSK9EJjYbWLBMZmtPE","2021-08-29 16:05:35","2021-08-29 16:09:19","2021-08-29 16:09:19","","5714","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyNot","1950","male","","white","","degree_associate","employed_under40","mobile","","own","","1","inc_25to35","very_conservative","","no","good survey"
"Eh7rjzWxMWq7ovb55Ml4XVhI9v95IQFxfqdVoD0f8rv_VZj2GMT8hqQW3vUFz3li","2021-08-29 16:07:46","2021-08-29 16:10:34","2021-08-29 16:10:34","","9121","hev, phev","phev, bev","not_sure","2","Gasoline, Hybrid","","street","","2","definitelyYes","definitelyYes","1948","male","","white","","degree_phd","employed_under40","detached","","own","","2","inc_75to100","very_liberal","","no","Very interesting and different type of survey."
"jKZj9X4wp3-K2HVGSpxa4EV3HdPkiWKiRIKdSGzKpWBqoj2rD6deNDELxaDYl5uy","2021-08-29 16:11:22","2021-08-29 16:13:19","2021-08-29 16:13:19","","5342","hev","phev, bev","not_sure","5","Gasoline","","driveway, SFH","","1","probablyNot","probablyNot","1953","male","","white","","degree_bs","employed_over40","detached","","own","","2","inc_35to50","conservative","","no","no"
"BB9pyWeIIKKOfCjmRMdINQMB7X4A6XLCKytUn03U7-Pyoe3ltP6c-D8jQFyWePEl","2021-08-29 16:15:53","2021-08-29 16:18:37","2021-08-29 16:18:37","","4386","hev","hev","7500","1","Hybrid","","SFH","","1","definitelyYes","probablyYes","2001","male","","white","","college_some","employed_under40","detached","","own","","1","inc_50to75","liberal","","yes","No, everything is right"
"_Uzet4Vb9M1Sh_4U15dPnF64mFL7JcM-sYDEnraWAbW3AjqqfYRdnJ7ZKIxlFOYh","2021-08-29 16:26:12","2021-08-29 16:29:56","2021-08-29 16:29:56","","3848","hev","bev","not_sure","1","Gasoline","","shared_lot","","3","maybe","maybe","1975","male","","white","","degree_ms","employed_over40","apartment","","own","","5 or more","inc_75to100","moderate","","yes",""
"DFsrHpP-hfXkA4CtIRR_cqdcxH37acNFCulRTGMxt5t9J0OuwQezEMWaL8hwD_OM","2021-08-29 16:36:28","2021-08-29 16:38:00","2021-08-29 16:38:00","","2538","hev","hev, phev, bev","not_sure","2","Gasoline","","SFH","","2","definitelyNot","definitelyNot","1960","female","","white","","degree_ms","employed_over40","detached","","own","","1","inc_50to75","conservative","","yes",""
"ZDy4hnrtycVJX546s8GrxFneu5p1QvCX0QkqwnQOGRb9-qH38eIbEzJ5AXyDhO3H","2021-08-29 16:37:04","2021-08-29 16:42:46","2021-08-29 16:42:46","","700","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyNot","definitelyNot","1945","male","","white","","degree_ms","employed_under40","detached","","own","","2","prefer_not_say","moderate","","no","none"
"f2ib4uXSvJPUoY3Vo3Z9Nxh7tuxmUIGJMBZAVYU796819Bg5IMuvpL2qPvNVlPKA","2021-08-29 16:39:28","2021-08-29 16:42:14","2021-08-29 16:42:14","","6038","hev","phev","5000","1","Gasoline","","street, driveway","","2","maybe","maybe","1950","male","","black","","degree_associate","retired","mobile","","rent","","2","inc_25to35","liberal","","no","This is a very good interesting survey without any problem and I learned a good deal ab"
"K9gnbDEd3HGpayktHWh5emI2hvoJ9CANDjxL0Gg0SFEOCD21gSDqf2SLAhcBHRGF","2021-08-29 16:39:33","2021-08-29 16:41:04","2021-08-29 16:41:04","","1344","hev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway","","2","maybe","maybe","1968","female","","white","","college_some","employed_under40","detached","","own","","2","inc_35to50","moderate","","no",""
"on1gFEOviYQe5mtVHcEIKTF4qjfCPbBfeKOkpoakCHesizbJnxdwbhvc5X10Ddfn","2021-08-29 16:40:45","2021-08-29 16:44:35","2021-08-29 16:44:35","","6570","hev","phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyNot","probablyNot","1954","male","","white","","degree_ms","retired","townhome","","own","","1","inc_25to35","moderate","","no","Nothing to add"
"-tpm4bXM_RvVJPjJr_JpLXxgXT1JOI5xW7Ps6Ag3fQMq7IJk6k8wmOpJqae1ysHL","2021-08-29 17:00:44","2021-08-29 17:02:32","2021-08-29 17:02:32","","2504","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway, SFH","","2","maybe","probablyNot","1954","male","","white","","college_some","employed_over40","detached","","own","","1","inc_35to50","liberal","","no","it was interesting to see the differences"
"g8d0tLVuSNjTG9jY1bQpa-bjFAsHrV1Ig8iUoQJIIMftjzbpihYhzwgdYIp-iocR","2021-08-29 18:18:10","2021-08-29 18:20:26","2021-08-29 18:20:26","","5789","hev, phev","phev, bev","7500","1","Hybrid","","driveway","","3","definitelyYes","maybe","1966","male","","white","","degree_associate","employed_over40","detached","","own","","3","inc_50to75","conservative","","yes",""
"aCZZN5veXgv9lpS_jNFN9Q6_W0fCnjt_uGb2DT-T2Vr6pHfdzHZIptuxpuEZg_-Z","2021-08-29 18:18:51","2021-08-29 18:20:52","2021-08-29 18:20:52","","1987","hev, phev","phev, bev","not_sure","3","Gasoline","","driveway, SFH","","2","probablyYes","maybe","1968","male","","white","","college_some","employed_over40","detached","","own","","4","inc_75to100","moderate","","yes",""
"tf0W8VydbJUOi8-A5_b4h55V-y3nitVgCHu4j8If8HiPEgS7eBqZft948EjW0-lt","2021-08-29 18:20:54","2021-08-29 18:23:47","2021-08-29 18:23:47","","2951","hev","hev, phev, bev","7500","2","Gasoline","","shared_garage","","2","definitelyNot","definitelyNot","1951","male","","white","","college_some","retired","detached","","own","","2","inc_75to100","conservative","","prefer_not_say",""
"_dIWSl3k2lkoziBnTMNwCXjxG31IxpbiQscOsB6uggl7rMMb1GzyZ0QilQ_cUlW_","2021-08-29 18:26:30","2021-08-29 18:27:58","2021-08-29 18:27:58","","5693","hev","phev, bev","5000","1","Gasoline","","SFH","","3","maybe","maybe","1956","female","","white","","degree_bs","retired","townhome","","own","","1","inc_50to75","very_liberal","","no",""
"bNrbFWu9oo2cQ2Iat8LQKb4DMvZZ2WbBS2VuKFyi04vetuTlBLPC0n78BrV8iuHw","2021-08-29 18:27:29","2021-08-29 18:30:22","2021-08-29 18:30:22","","6416","phev","bev","not_sure","1","Gasoline","","shared_lot","","1","maybe","maybe","1980","female","","white","","degree_md","employed_under40","detached","","own","","1","inc_100to150","conservative","","yes","Thanks "
"1j2wgr6dzur8Os5DlADtQwQ3mz2W9I_Y6gQPPBFQzLeydoU0CnBR3PZz_jaS7gAv","2021-08-29 18:31:17","2021-08-29 18:33:35","2021-08-29 18:33:35","","8931","","hev, phev","not_sure","2","Gasoline","","street, shared_lot","","2","probablyNot","probablyNot","1978","male","","white","","vocational","not_employed_yes_looking","apartment","","rent","","2","inc_35to50","moderate","","yes","This was interesting as the outlook of incentives of vehicles. "
"ci1tokfoKp8NXZRwf25y1wWZ0APcSTrfo-UjeRlXakj7QaWEuVpDUhnhXwZECmoU","2021-08-29 18:33:50","2021-08-29 18:35:20","2021-08-29 18:35:20","","7778","hev, phev","bev","not_sure","0","","","shared_garage","","3","maybe","maybe","1982","female","","asian","","degree_associate","not_employed_not_looking","apartment","","rent","","4","inc_50to75","very_liberal","","no",""
"ADa7ecnJrfqYvH-gOxtF3ZaR1NzN2f74qoZFwYt1Apn6IPH789AesXEGOp_8TW0S","2021-08-29 18:34:02","2021-08-29 18:36:08","2021-08-29 18:36:08","","5791","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyYes","maybe","1949","male","","white","","degree_associate","employed_over40","apartment","","rent","","1","inc_50to75","very_conservative","","no",""
"OU7Aam7fMQgmQIr1thzuwgyKmdW26ZUEalHeWqch1KeL6TTvL0VwgLJDrrgh1jEU","2021-08-29 18:35:02","2021-08-29 18:37:13","2021-08-29 18:37:13","","6716","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","probablyNot","1975","male","","white","","degree_bs","employed_over40","townhome","","rent","","1","inc_50to75","moderate","","yes","I was furloughed for about 6 months and now full time work from home rather than go to the office. But my employment status other than work from home is back to what it was."
"QpD2PJ48IhNGsv_bbxZHRWSNvOovoONWQr8R001VrkcrcAgUavAwQt6fED_VAbp5","2021-08-29 18:36:43","2021-08-29 18:39:03","2021-08-29 18:39:03","","304","hev","phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","3","definitelyYes","probablyYes","1977","female","","white, hispanic","","degree_associate","employed_over40","detached","","own","","3","inc_50to75","moderate","","no","The survey was informative, well organized, and easy to answer."
"j6bDpxghovL0BH5dj8jWon01K-vPiAFYGUbqfiTdnGPeSrN_RRoYM6L7Uzzw3hA6","2021-08-29 18:42:25","2021-08-29 18:46:16","2021-08-29 18:46:16","","7541","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","1","definitelyYes","definitelyYes","1956","female","","white","","degree_phd","retired","detached","","own","","3","inc_50to75","moderate","","no","I didn't know the difference between a tax credit and a tax deduction before reading this survey. This survey has been educational!"
"unvauuiOyvp-_HHZimqk5nNOH6yt5ZSEEPuIetgjepMSNdNt6v72FMLSEBfVVEE4","2021-08-29 18:47:16","2021-08-29 18:49:04","2021-08-29 18:49:04","","3372","hev","phev, bev","not_sure","3","Gasoline","","street, driveway","","2","probablyNot","probablyNot","1986","female","","asian","","prefer_not_say","prefer_not_say","townhome","Two Family House ","own","","3","inc_25to35","prefer_not_say","","no",""
"x0G16lx9H40Tgf5l6TFntm6gmJ3upX6jljGOfzM2ycW8XRmFmTvPI6qRtjyjzDns","2021-08-29 18:48:02","2021-08-29 18:50:24","2021-08-29 18:50:24","","9984","hev","phev, bev","not_sure","3","Gasoline","","driveway","","2","maybe","probablyNot","1955","male","","white","","degree_bs","retired","detached","","own","","3","inc_75to100","liberal","","no",""
"VrHf8Sfk8NykN56AZVRyKCLGXsBzx9l1-TYnb6q7QoA5ZrsZeCJSDOPxYOWlgFZ1","2021-08-29 18:48:04","2021-08-29 18:49:57","2021-08-29 18:49:57","","4173","hev, phev","hev, phev","7500","4","Gasoline","","street, driveway, SFH","","2","probablyYes","probablyYes","1979","female","","black","","degree_bs","not_employed_not_looking","detached","","rent","","5 or more","inc_50to75","moderate","","no",""
"36ivIicsfYcxET88j0rx6Y6blXXSwtl5-gF82JjYZiA2O6RsR9UH79xu4U0dPYD4","2021-08-29 18:50:29","2021-08-29 18:53:23","2021-08-29 18:53:23","","8373","hev","hev, phev, bev","7500","2","Gasoline","","driveway, shared_garage","","3","definitelyNot","definitelyNot","1947","female","","white","","degree_bs","retired","detached","","own","","2","inc_75to100","liberal","","no",""
"zsetr-h0V7LLjniBzBkGWAXXUbI2QubNEIpKUm6KXxfpi6RtueYATZUoE__iLbwx","2021-08-29 18:51:52","2021-08-29 18:53:42","2021-08-29 18:53:42","","9674","hev","hev, phev","not_sure","4","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1981","female","","white","","degree_associate","employed_over40","detached","","own","","4","inc_50to75","liberal","","no",""
"_MrdE0zYlyzMfqnFJ-SlKngLa02Do9ZM9sWYCqck8JQa-9jSSLKlY8CzJqe0JS6Z","2021-08-29 18:52:11","2021-08-29 18:54:01","2021-08-29 18:54:01","","930","hev, phev","phev","not_sure","3","Gasoline","","driveway","","3","probablyYes","probablyYes","1967","male","","white","","degree_ms","employed_over40","detached","","rent","","3","inc_25to35","liberal","","no",""
"JT0e_w269EbsTG8tVKdf-wCrUP4dpggisZRGMGQVgpC3oGhfGmE9gF_yvcnHwGON","2021-08-29 18:54:31","2021-08-29 18:56:04","2021-08-29 18:56:04","","264","hev","phev","5000","2","Gasoline","","driveway, SFH","","2","maybe","probablyNot","1956","male","","white","","degree_ms","employed_over40","detached","","own","","2","inc_75to100","moderate","","no",""
"3OkUTeqtTb_vUmqq8M9DPskPhvlVoy6tQx9lxj9T41WyPnoeRwHkBL1uaqnuwb6O","2021-08-29 18:57:02","2021-08-29 18:59:40","2021-08-29 18:59:40","","7246","hev","phev, bev","not_sure","2","Gasoline","","SFH","","3","probablyNot","probablyNot","1961","female","","white","","degree_ms","not_employed_not_looking","detached","","own","","2","inc_75to100","conservative","","no","I enjoyed taking your interesting survey!"
"lyB2OIseu615NAgGaAJl6oeVj-U1yfTxcwIzarynfH-wS-BjphM9k11yofxnMolF","2021-08-29 18:57:30","2021-08-29 18:59:17","2021-08-29 18:59:17","","7844","","","7500","1","Hybrid","","driveway","","1","definitelyYes","probablyYes","1985","female","","black","","degree_phd","employed_over40","condo","","own","","3","inc_50to75","moderate","","no","No"
"bOK1ZXdoU0FV8XU3Fdm9Dze_Uv81lGjTIRq6ueJzvDm-5-9fF4u6aeuBVCPrLzm5","2021-08-29 18:58:44","2021-08-29 19:00:55","2021-08-29 19:00:55","","3805","hev","phev","not_sure","3","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1949","female","","white","","hs","retired","detached","","own","","2","inc_75to100","conservative","","no",""
"v0cysZtj_-4lR7CRcPAvzwctmm7RJ3gJhzqeJ7KLUx68f77V5AgZLZufyWGS_4ZD","2021-08-29 19:06:08","2021-08-29 19:07:12","2021-08-29 19:07:12","","9175","hev, bev","phev","not_sure","1","Gasoline","","driveway, shared_garage","","2","definitelyYes","definitelyYes","1994","female","","white","","degree_ms","employed_over40","detached","","own","","1","inc_35to50","liberal","","no",""
"zszGCmJ2mRcKgOMMDVmJ2YsQbdLz1zj3F0dDwoGAi2Dl-fX7zCdabArxVocCyqcg","2021-08-29 19:12:40","2021-08-29 19:14:06","2021-08-29 19:14:06","","2666","hev","bev","not_sure","1","Gasoline","","SFH","","2","maybe","maybe","1951","female","","white","","hs","retired","detached","","own","","1","inc_35to50","moderate","","no",""
"S-f7tFCrK8yF6T_9luDLZiRr-mMBEaYvWZEtHDdch_-ioRdZJO4ysNarZIb1pgkN","2021-08-29 19:25:31","2021-08-29 19:29:43","2021-08-29 19:29:43","","9505","hev","phev","7500","2","Gasoline","","driveway","","2","probablyYes","probablyYes","1954","female","","white","","college_some","retired","detached","","own","","4","under25","very_liberal","","no","no comment"
"kyUrUjH24ubvzdsrzeC0ohMEsEZQeB6lsD49ibT9ul-AyTix8uCMjYFpk-98DdoQ","2021-08-29 19:25:32","2021-08-29 19:26:36","2021-08-29 19:26:36","","1752","hev","phev, bev","not_sure","1","Gasoline","","SFH","","3","definitelyYes","maybe","1983","male","","white","","degree_bs","employed_over40","detached","","own","","3","inc_50to75","moderate","","no",""
"QXZ-F1CKej9wTq_w4WpyZPR32FhsJWgJ6Q9sWbX1YEALktHusFlyxUCBnGspVHOU","2021-08-29 19:33:45","2021-08-29 19:35:55","2021-08-29 19:35:55","","4162","hev","hev","5000","3","Gasoline","","SFH, shared_lot","","1","definitelyYes","definitelyYes","1985","male","","white","","degree_ms","employed_under40","townhome","","own","","3","inc_150to200","very_conservative","","yes","This survey is really good"
"TK3X4Mh-gl9jqUOtR_tlY6rnSZbnWNnJVB6BEMh1r_meCfXT-B5hyx_5_KvVaR8N","2021-08-29 19:35:25","2021-08-29 19:37:51","2021-08-29 19:37:51","","6791","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street, driveway, SFH","","3","definitelyYes","definitelyYes","1947","male","","white","","college_some","employed_under40","detached","","own","","2","inc_25to35","moderate","","no",""
"y_WvaF81XGIcyiY6xruceWS7-7dAFwpxdUbKcQNAMh9KTEm4jdx8zIry0OI_CZtq","2021-08-29 19:37:50","2021-08-29 19:39:49","2021-08-29 19:39:49","","1332","hev","phev, bev","not_sure","1","Gasoline","","SFH","","3","maybe","maybe","1943","male","","white","","hs","retired","detached","","own","","1","inc_50to75","conservative","","no",""
"c9QCzjGNkGoc-9S-VsgxcTeJHB8Jdsg0IaxE0_w0JP3UxF2t2y7GnHHamlIKBjmO","2021-08-29 19:37:55","2021-08-29 19:39:27","2021-08-29 19:39:27","","7801","hev","phev","not_sure","1","Gasoline","","driveway, SFH","","3","maybe","maybe","1981","female","","white","","hs","not_employed_not_looking","detached","","own","","3","inc_50to75","moderate","","no",""
"cqSvDBeUKVSjt34btBwREsqJUMgzuO0Nti73vYa-9ExXRrjMbwUFvPNwnm9MbHaE","2021-08-29 19:46:41","2021-08-29 19:48:46","2021-08-29 19:48:47","","2707","hev","hev, phev, bev","1000","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1950","male","","white","","college_some","retired","mobile","","own","","2","inc_25to35","very_liberal","","no",""
"lwN_yxaHk8Vb_Lx3dxkf4A0QsGJinFEdleXIvEoWmCqLri-rCKzg7erI-9BxqSUW","2021-08-29 19:48:53","2021-08-29 19:50:18","2021-08-29 19:50:18","","3266","","","not_sure","1","Gasoline","","SFH","","2","probablyNot","definitelyNot","1947","female","","white","","hs","retired","detached","","own","","1","inc_35to50","very_liberal","","no",""
"Iu2Isjw0qmUrO5eYjdOTuvlGtczFz1gkBo3VLMwPnAWk3xL2KGrEjHDwen1QnInw","2021-08-29 19:52:23","2021-08-29 19:53:26","2021-08-29 19:53:26","","5610","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1984","female","","white","","hs","employed_over40","apartment","","rent","","1","under25","moderate","","no",""
"blX4r4Gud8KotOBRuq3DVIxERwLlS6v3gos6U7T1S0daocFMfpgQavz43pT21bbF","2021-08-29 19:54:46","2021-08-29 19:57:02","2021-08-29 19:57:03","","6824","hev","hev, phev, bev","7500","2","Gasoline","","SFH","","3","probablyYes","probablyYes","1967","female","","asian","","degree_ms","employed_under40","townhome","","own","","2","inc_100to150","conservative","","no",""
"9FRsqgjg6Hl1ABQYdi1bbNesFayZyosaSs73qDpbVIaIzj1IqnBvMY6kCXUcJSfL","2021-08-29 19:57:42","2021-08-29 19:59:29","2021-08-29 19:59:29","","8787","hev","phev","2500","1","Gasoline","","driveway","","2","maybe","maybe","1965","male","","white","","degree_bs","employed_over40","townhome","","own","","3","inc_25to35","moderate","","no",""
"FTzTpXQl6P5-H6xOGRxnkpNxYNoYvEmcHafxfU0OQ4TdpWOoUh1M0EEkOx0ADLjw","2021-08-29 19:58:30","2021-08-29 19:59:49","2021-08-29 19:59:49","","1878","hev","phev","not_sure","2","Gasoline","","driveway, SFH","","3","probablyYes","probablyYes","1963","female","","white","","degree_ms","employed_over40","detached","","own","","2","inc_50to75","very_liberal","","yes","Thx."
