"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","political","politicalOther","covidEmployment","feedback"
"us4FhzAc66h8hjjONZInUq12qI1n61uOglvefQD4Q2e-BympQKoe1Fvknsei3Z2r","2021-11-01 21:57:54","2021-11-01 21:59:32","2021-11-01 21:59:32","","5188","phev","bev","7500","2","Gasoline, Hybrid, Electric","","street, shared_garage","","1","maybe","probablyNot","1998","male","","black","","degree_ms","employed_under40","apartment","","own","","2","conservative","","no","Rhdhbdhd dhdmfjfnfjdnfndhnd fhfbfbdhdndbdbfbdbdndjdndnendbr bfndhdbdhdnfhdnfndhdndhdhdhgrbdnbdbd"
"1jtsvnxSoZNpiEw3PgkCJP_-k5-HKNcMelJ8J72e4UIGmvAZZMnGc83qVKuzzTom","2021-11-01 21:58:10","2021-11-01 22:00:21","2021-11-01 22:00:21","","6510","hev","hev, phev, bev","5000","1","Gasoline","","driveway, SFH","","3","definitelyYes","definitelyYes","1959","female","","white","","degree_bs","retired","detached","","rent","","2","moderate","","no","EXCELLENT "
"2qZvq4UdJx6ygddAFhLN5xISR9RJt7FIYiTqzUgfrKSCVch7cdMywCPYcaKBe30f","2021-11-01 21:58:27","2021-11-01 22:00:19","2021-11-01 22:00:19","","1149","","bev","not_sure","2","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1953","female","","white","","hs","retired","detached","","own","","1","conservative","","no",""
"SX32_WJgjXhqglEqDYArEgJ8RNyFOWIs05V9o9KPYM4zVUhu_Bpsb72WVWjcxqNR","2021-11-01 22:01:01","2021-11-01 22:02:58","2021-11-01 22:02:58","","3767","hev","phev","not_sure","1","Gasoline","","SFH","","3","probablyNot","probablyNot","1950","female","","white","","degree_bs","retired","detached","","own","","1","very_liberal","","no","none"
"CYTDnSjoaE25Jr5jv5jpmZBBhP25yjoWnFNQ0Si526QWdjMq84R7aEDMd_yNC52z","2021-11-01 22:01:11","2021-11-01 22:03:10","2021-11-01 22:03:10","","5431","hev, phev","phev, bev","not_sure","1","Hybrid","","SFH","","3","definitelyYes","maybe","1953","female","","white","","degree_associate","employed_under40","detached","","own","","1","liberal","","yes",""
"ZYHNggr17BQgGWafRBIr4zpM_3_PVMd6C231ECewxKuqNSuzvLMelKahuNXTweXO","2021-11-01 22:01:39","2021-11-01 22:03:10","2021-11-01 22:03:10","","5129","hev","phev, bev","not_sure","1","Gasoline","","driveway","","3","maybe","maybe","1959","female","","white","","degree_associate","employed_under40","detached","","rent","","1","liberal","","yes","Great survey"
"CU8_X22KtYPh6_xDaYSJdaoa-QLHMk9kyG6T3zRWerfffB3KAHPkXms2-Mg4Lxgc","2021-11-01 22:03:03","2021-11-01 22:04:18","2021-11-01 22:04:18","","1134","","hev, phev, bev","10000","0","","","driveway","","2","probablyNot","definitelyNot","1993","female","","white","","hs","not_employed_not_looking","detached","","rent","","3","prefer_not_say","","no",""
"ww_6-L4Ld7wtlYNDsv4CXz7ZMMTplUuTjDYtNvSsL9pQbT2RfqOITuR_tCIRBuwk","2021-11-01 22:03:08","2021-11-01 22:06:40","2021-11-01 22:06:40","","7915","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","SFH","","2","definitelyYes","probablyNot","1954","female","","black","","degree_ms","employed_under40","detached","","own","","1","moderate","","no",""
"Gf_kCXf8aOnKis-kb3vBiWCCOnSB8x1gznfY16AkG9Zdj5j324Tt1F5q1E6vlKQw","2021-11-01 22:03:26","2021-11-01 22:05:08","2021-11-01 22:05:08","","7778","hev","phev, bev","not_sure","3","Gasoline","","SFH","","2","definitelyNot","definitelyNot","1951","male","","white","","degree_associate","retired","detached","","own","","2","very_conservative","","no","Good one.
Thanks,
John"
"_9kL-KCFvZ2hS92_C6IJkHKOv5mC7hi3KNRRWpdYscZY1KAo6TNvyaMFHY055b1T","2021-11-01 22:03:29","2021-11-01 22:06:50","2021-11-01 22:06:50","","3653","hev","phev","not_sure","5","Gasoline","","driveway, SFH","","2","definitelyNot","definitelyNot","1954","female","","white","","degree_associate","retired","detached","","own","","1","very_conservative","","no","I think gasoline is the best type of vehicle. The electric ones are expensive to maintain and repair."
"gaKy2UU_R-e9DL3KxqjB7FAZ4lDpkGMc9CWViG6gdsptIpwbVRx8zAUPyKcq6gmD","2021-11-01 22:04:40","2021-11-01 22:07:38","2021-11-01 22:07:38","","1139","hev","phev","not_sure","1","Gasoline","","SFH","","3","maybe","maybe","1943","female","","white","","degree_phd","retired","detached","","own","","1","conservative","","no","too complicated to sort through the choices "
"eF8XZLzorYeVk69jHK8nTDRvDU9WIIRTmZnvQbXAXpAzVdEJF3f_L2M2G2P7Rrrq","2021-11-01 22:05:25","2021-11-01 22:07:11","2021-11-01 22:07:11","","7990","hev","phev, bev","5000","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1971","female","","white","","degree_associate","employed_under40","apartment","","rent","","4","moderate","","no",""
"SYcP4WKnzVO9Jq9u5gvPan2NDoUG5gToRGNB7lbZFSJ0r-KY9xAUVXyuVs07TydJ","2021-11-01 22:07:10","2021-11-01 22:12:31","2021-11-01 22:12:31","","603","hev","phev","7500","1","Gasoline","","shared_lot","","2","definitelyYes","maybe","1954","male","","black","","degree_bs","retired","townhome","","rent","","3","moderate","","no","THIS WAS A GREAT QUESTIONS SURVEY."
"07CCf01UJQlODCGDbfD-QFgR7Fdt7obBydLrrsgJQYBT02FWbSxgECjxN_vWrAQF","2021-11-01 22:08:46","2021-11-01 22:12:01","2021-11-01 22:12:02","","2946","hev, phev","hev, bev","not_sure","2","Gasoline","","driveway, SFH","","3","maybe","probablyNot","1945","female","","white","","degree_associate","retired","detached","","rent","","2","conservative","","no","I really can't think of any. It was a good survey, easy to any all questions."
"_Ylf_jDa6UYOnD-o-8bIL6vXzuYZUrnUYqloYAd9E1C5iQ5z5_JCLPt5-MPstQow","2021-11-01 22:22:23","2021-11-01 22:24:41","2021-11-01 22:24:41","","5834","hev, phev","phev, bev","not_sure","3","Gasoline","","driveway","","3","probablyYes","maybe","1958","male","","white","","college_some","retired","detached","","rent","","3","moderate","","no",""
"QakUFy0luDbInSoY1lymz1ORk7aDffCuGlWxL0EkfieijXx8HBMONCD4RLNtes4-","2021-11-01 22:39:07","2021-11-01 22:41:23","2021-11-01 22:41:23","","9585","hev, bev","phev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1945","female","","white","","hs","retired","detached","","own","","2","conservative","","no",""
"p85d2XIRQZ979fsmz-eAUp9slLCFLQhgh_1TeiTZkoSOA3qY2dL5PXf2keA_T8ey","2021-11-01 22:56:13","2021-11-01 22:58:18","2021-11-01 22:58:18","","961","phev","hev","5000","1","Gasoline","","SFH","","3","probablyYes","probablyYes","1964","male","","white","","degree_bs","employed_over40","apartment","","rent","","1","moderate","","no","nice survey"
"yekgUREJxQ4W30zYvxECnvUXIgcOVll2tOUv2fVZpynFgXtfwWo2J9UIivlE9t0A","2021-11-01 22:58:33","2021-11-01 22:59:56","2021-11-01 22:59:56","","1487","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","definitelyNot","1956","male","","white","","degree_associate","retired","detached","","own","","1","conservative","","yes",""
"eM3AAfmluc3HCivHE2uDU0FZ_CHqoaMc8ezIRDTyy4aXlBmuibMbgQPTZ4FkKX4q","2021-11-01 23:05:02","2021-11-01 23:09:10","2021-11-01 23:09:10","","9304","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","3","maybe","definitelyNot","1946","male","","white","","vocational","retired","detached","","own","","2","moderate","","no",""
"aRc1XRmxq_UUHDHwpCNpI4Hwri2oVPp6gXm7y3cpgzBUTPMM-v8_V_4FSgXo4CEB","2021-11-01 23:16:36","2021-11-01 23:20:05","2021-11-01 23:20:05","","1193","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","2","probablyNot","probablyNot","1973","male","","white","","hs","not_employed_yes_looking","detached","","own","","3","moderate","","no","was fun to do "
"OJ2QVZssDP0ApJU_c_DdBN-e6qrcd0lI9j9X6_c02fES-rz10rIrYQZfoBeY6lod","2021-11-01 23:35:18","2021-11-01 23:36:35","2021-11-01 23:36:35","","3258","hev","hev","not_sure","1","Gasoline","","SFH","","2","maybe","maybe","1990","female","","white","","hs","student","apartment","","rent","","2","moderate","","no","Nothing "
"2DXbd5CgVC8G3gVVodR60an-ewmb4QWsZzjlVPSxt2V83d-mXBfA8OxPXngWs3XJ","2021-11-01 23:36:40","2021-11-01 23:39:54","2021-11-01 23:39:54","","2819","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","","2car garage","2","probablyYes","probablyYes","1946","male","","white","","college_some","retired","detached","","own","","2","moderate","","no",""
"wiANUAu8EO61MdnOlKcq-P0dmD88mOL0sZDMuCuuO_ZQpjZNymQHWPfL6j0TUeZC","2021-11-01 23:50:23","2021-11-01 23:51:21","2021-11-01 23:51:21","","3839","phev","hev","2500","2","Gasoline","","SFH","","1","definitelyYes","definitelyYes","1999","male","","black","","degree_associate","employed_over40","townhome","","own","","2","liberal","","yes","It's good I like it"
"DF8PLCWscy2f90NKH4Q3BlVE2OKVoHx5UWOGXmfoS8yNRBc3-RPfFYwSrpIulwFg","2021-11-01 23:54:41","2021-11-01 23:57:33","2021-11-01 23:57:33","","3719","","hev, phev, bev","7500","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1944","female","","white","","college_some","retired","detached","","own","","2","very_conservative","","no","None"
"3jqpq3rBjYI-xxA8JuDLbpJW_b4z7ynwMIUAWToPgGj9I76_D0IstT79TB1K1Sag","2021-11-01 23:57:57","2021-11-02 00:02:09","2021-11-02 00:02:09","","5389","hev","hev, phev, bev","7500","1","Gasoline","","SFH","","3","definitelyYes","probablyYes","1950","male","","white","","degree_ms","retired","detached","","own","","2","very_liberal","","no","Very interesting survey.  Nothing "
"mKI0u4Wbw-ub8C1YtJ5ASK9IDrqEMVZyU3tHT0Mi6HTHj2-YNhT_WCzEwIWgSIax","2021-11-02 00:01:29","2021-11-02 00:03:42","2021-11-02 00:03:42","","6947","hev","phev","5000","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1952","male","","white","","degree_bs","retired","apartment","","rent","","1","very_conservative","","no",""
"2E4RVbOs0ACwTI3sntZutdnnwgBydaX6yr9FHxhXaKfnU8K9eQosQPGlvoksifUl","2021-11-02 00:14:43","2021-11-02 00:19:53","2021-11-02 00:19:53","","2113","hev","phev","not_sure","1","Gasoline","","driveway","","3","probablyYes","maybe","1966","female","","white","","hs","disabled","detached","","rent","","3","conservative","","no","Great survey!"
"XasQlbWf-WT_QEeW8mr_7vHK4eRDUkw02FbftavUyPjmPGEVdN9QPWwhdZIoedk0","2021-11-02 00:29:20","2021-11-02 00:31:00","2021-11-02 00:31:01","","2322","bev","phev","7500","2","Hybrid","","SFH","","1","definitelyNot","maybe","1990","female","","black","","hs","employed_under40","apartment","","rent","","4","very_conservative","","yes","Jenn FB FB RN"
"8GQcR0PyGqAL7Prg4cCk1y91KFuqrcixNf12PW9LEalGd6c0QQYRP_ELagXt4UCn","2021-11-02 00:39:36","2021-11-02 00:41:42","2021-11-02 00:41:43","","5513","hev","bev","not_sure","1","Gasoline","","driveway, SFH","","2","probablyYes","probablyYes","1951","male","","white","","college_some","retired","detached","","own","","2","very_conservative","","no","Thanks "
"vy4sz1jqlpLYnJelaVggzdI4OuAQL5wH4WBgt3QMTwKU02iB2lkHD08WG8_VItIc","2021-11-02 00:41:13","2021-11-02 00:43:21","2021-11-02 00:43:23","","1646","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","maybe","maybe","1955","female","","white","","degree_bs","employed_under40","detached","","own","","1","liberal","","no",""
"la1W-piXrRj-YyhVyinXJ7bATWG_Fk4pdhO3sj5U2vtcmlMh2c9iFmuoeteqZIaQ","2021-11-02 00:55:17","2021-11-02 00:57:43","2021-11-02 00:57:44","","5999","phev","phev","not_sure","1","Gasoline","","driveway","","1","definitelyNot","definitelyNot","1947","female","","white","","degree_bs","retired","detached","","rent","","1","conservative","","no",""
"V7tB1AZD-ioOyeB95gGbKM5m8oCwoNHpQ1f6SeQEOm9OsrDS9H0kQ1IyBomgibn3","2021-11-02 01:34:44","2021-11-02 01:36:01","2021-11-02 01:36:01","","5430","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","probablyNot","1966","male","","white","","college_some","not_employed_yes_looking","detached","","rent","","1","liberal","","no","None."
"_j0kGVjkQ5y5_5VxZbCTULSZeEt4ohMiRimZsKsrQwLklJN8dsFUAOF7Hk5Tq00G","2021-11-02 01:56:43","2021-11-02 01:59:23","2021-11-02 01:59:23","","6777","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","definitelyNot","1954","male","","black","","degree_bs","retired","detached","","own","","3","conservative","","no","Thank you."
"KHQBkfXFMb8B4BiMcR-8gvWO11Nk_tQQn_yd2w7m3gxBmsiYy3O-b__k-ZtqCU5L","2021-11-02 01:58:18","2021-11-02 01:59:52","2021-11-02 01:59:52","","2063","hev","phev","not_sure","1","Gasoline","","driveway","","3","maybe","maybe","1999","male","","white","","vocational","employed_over40","detached","","own","","1","moderate","","no","It was great thank you."
"yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1","2021-11-02 02:18:47","2021-11-02 02:20:12","2021-11-02 02:20:12","","1","hev","phev, bev","not_sure","1","Gasoline","","street, driveway, shared_lot","","3","maybe","maybe","1983","female","","white","","hs","not_employed_yes_looking","apartment","","rent","","2","moderate","","yes",""
"142ms7MFc8w2rwxULH4OPj4c3KW98I-I3pl716Sn-Ghd1ufOj4aIL_6G5wyR5BdQ","2021-11-02 02:26:56","2021-11-02 02:28:37","2021-11-02 02:28:37","","3815","hev","hev, phev, bev","not_sure","0","","","driveway","","3","maybe","maybe","1985","female","","white","","college_some","disabled","detached","","rent","","2","very_liberal","","no",""
"yL8deSipgNvcJDRx3dL3cWqP9Oyty9moVgv8R1bu5xKfS2o4xVC_l8KXah2ABld7","2021-11-02 02:39:53","2021-11-02 02:40:51","2021-11-02 02:40:52","","2862","hev","hev, phev","1000","1","Gasoline","","shared_lot","","2","probablyNot","maybe","1995","female","","white","","hs","not_employed_yes_looking","apartment","","rent","","2","moderate","","no",""
"sxddvZaMuxQ0OIfS3UN0kw7HXFVUGtcKHR3gJI3Vl5-NvW9kSO6l2BmQNM8CEh-A","2021-11-02 02:45:31","2021-11-02 02:47:14","2021-11-02 02:47:14","","4124","hev","phev","not_sure","2","Gasoline","","street","","2","probablyNot","probablyNot","1958","female","","white","","college_some","not_employed_yes_looking","detached","","rent","","4","moderate","","yes","Enjoyed Thanks"
"aMMa51m3V42FHH-IwqB4H079xpejnH-p0gUfPnyK81zjc8Yn1hFRm7WVqYRr3Nxw","2021-11-02 02:47:47","2021-11-02 03:05:25","2021-11-02 03:05:25","","7432","hev, phev","phev, bev","7500","2","Gasoline","","street, driveway","","2","probablyYes","probablyYes","1956","female","","white","","college_some","retired","mobile","","own","","3","moderate","","no","I feel the sooner we can get people to invest in hybrid automobles, the sooner we can help are planet, more charging stations need to be built to charge the cars."
"Al_20plyKzzyHlnf53drXaL3J6QcFdeD1GQfH8JTR1FoTOuzkcTXn42Xj6ZoGJK3","2021-11-02 02:54:53","2021-11-02 02:57:11","2021-11-02 02:57:12","","6352","hev","hev, phev, bev","5000","4","Gasoline","","driveway","","3","maybe","probablyNot","1954","male","","white","","degree_associate","retired","mobile","","own","","5 or more","liberal","","no",""
"K_3nl2DIU4ktSCWw_zXlxszi2qcmRv3eOhOsaOCFgllqPu_SCtBODIe0cTQFY62N","2021-11-02 03:04:29","2021-11-02 03:05:20","2021-11-02 03:05:20","","5094","phev","hev","5000","2","Plug-In Hybrid","","driveway","","1","maybe","maybe","1990","female","","white","","degree_associate","employed_over40","apartment","","rent","","1","conservative","","yes",""
"egMkZLv1UBYStX2fku4hQ6H9JxIjTtrT-a2HfrAtP4fEuQy9_1b7XXY3NRVUXpyx","2021-11-02 03:04:43","2021-11-02 03:06:36","2021-11-02 03:06:36","","2720","hev","phev","not_sure","1","Gasoline","","SFH","","2","maybe","probablyNot","1951","male","","white","","hs","retired","townhome","","rent","","2","moderate","","prefer_not_say",""
"9nGntbFfFukg0FqwS7-wHGTZ4Fw_QGdbThvHoptKoKo6W60lwYoGINo-v6mnUIc9","2021-11-02 03:06:15","2021-11-02 03:07:54","2021-11-02 03:07:54","","3151","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","probablyNot","1965","male","","white","","hs","disabled","detached","","own","","1","conservative","","no",""
"6cQ7gDfrSfsPpTHmfcmrWZ3VZzqnGDNSxBI0vueWDQD_JCYG5XhnB_52H-uppGzo","2021-11-02 03:28:28","2021-11-02 03:29:49","2021-11-02 03:29:49","","4796","hev","phev, bev","not_sure","1","Gasoline","","SFH","","2","definitelyNot","definitelyNot","1956","male","","white","","degree_associate","retired","detached","","own","","1","liberal","","no",""
"aJi5R1ygz3oie9spdHBDy6u4hn9680N0x5TXFFeXEVf6gJgzsjFzuBvBL59SYR4Q","2021-11-02 03:44:46","2021-11-02 03:46:47","2021-11-02 03:46:47","","2954","hev","hev, phev, bev","5000","2","Gasoline","","driveway, SFH","","2","definitelyNot","definitelyNot","1948","male","","white","","degree_associate","retired","detached","","own","","2","moderate","","no",""
"-EY-YO1DPs-hFV_0PgBhbdWOKuy5ydFR8tINVhi6Tjz7IcVS-yVPB825G0fadA39","2021-11-02 04:20:28","2021-11-02 04:22:42","2021-11-02 04:22:42","","7591","hev","phev","not_sure","1","Gasoline","","street","","2","maybe","maybe","1980","male","","white","","hs","employed_under40","mobile","","rent","","1","moderate","","no",""
"dg3XX9YNecVeHfenMS9V1XWpYGH89-nzL5_cjo3LJdJOiybFaOdFwlcs167LuW2j","2021-11-02 04:25:26","2021-11-02 04:29:54","2021-11-02 04:29:54","","6970","hev, phev","bev","7500","1","Gasoline","","SFH","","2","probablyYes","maybe","1946","female","","white","","college_some","not_employed_yes_looking","detached","","rent","","1","prefer_not_say","","no","Great survey learned a lot which was very helpful thank you!"
"Ne1KTnKm7rqv4kqTlwCjpzwVcOUWHYjt-np5lUVPN-tDul-_PnBmrLhItYTnm0Z9","2021-11-02 04:33:16","2021-11-02 04:36:17","2021-11-02 04:36:17","","3053","hev","hev, phev, bev","2500","1","Gasoline","","shared_lot","","2","definitelyYes","definitelyYes","1959","male","","white","","college_some","disabled","apartment","","rent","","2","liberal","","yes",""
"JOqhSIavOahOkvUF1LeBgJXGIMpw5B0mI1h7-kOzo6Tielk_Hz4xaqMp5RiEh0Wf","2021-11-02 04:44:35","2021-11-02 04:47:15","2021-11-02 04:47:15","","799","","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","2","probablyYes","definitelyYes","1988","female","","black","","college_some","employed_under40","apartment","","rent","","5 or more","moderate","","no",""
"1KBet-xKge69uwgsChqlHb9hyXZBbDKqyor8ABVDimsIHes9X_pjRE5_0hR2UpaK","2021-11-02 04:44:58","2021-11-02 04:47:30","2021-11-02 04:47:30","","9020","phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","3","maybe","probablyNot","1952","female","","white","","degree_bs","retired","detached","","rent","","2","moderate","","no",""
"NzOEjZ_6T_dX39vsokT7maBp36nr0MlFhKvVTIsVnudK5ilsydoAp-y3oB9_fnBi","2021-11-02 04:45:24","2021-11-02 04:46:09","2021-11-02 04:46:09","","8093","hev","hev","5000","1","Gasoline","","driveway","","1","probablyYes","probablyYes","1999","male","","white","","degree_bs","employed_under40","apartment","","rent","","1","very_conservative","","yes",""
"L8ElB0xNNO-bJVMrgXu7m297bicTSkZbniniuGmjE0x0n0wxizEnwpMeBLh2UtuB","2021-11-02 05:00:59","2021-11-02 05:03:03","2021-11-02 05:03:03","","9925","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","3","probablyYes","probablyYes","1982","male","","white","","hs","employed_over40","detached","","own","","3","liberal","","yes",""
"o5n6hUPw2wrrkUJw3lSbs7CASHcOglQrj4KnsZaKIS_FWHFSbx8PZfcT-K27ay-8","2021-11-02 05:08:16","2021-11-02 05:09:24","2021-11-02 05:09:24","","9582","hev, phev","phev, bev","not_sure","1","Plug-In Hybrid","","street","","3","probablyYes","definitelyNot","1977","male","","white","","degree_ms","employed_over40","apartment","","rent","","1","very_conservative","","yes",""
"PJ8_vp6-tByHL4IS8XPM0giCWHKYmpoNX3aegJuyFE1CELWjH3cXVqIKykFkCkqa","2021-11-02 05:35:01","2021-11-02 05:37:20","2021-11-02 05:37:20","","8642","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1980","female","","white","","college_some","employed_over40","mobile","","rent","","2","very_conservative","","no",""
"2pUOwNY2oseqMHvO1R-lkJCGt58OzKAwLaykxEgNrv3t3b194EwpQxQfrbS6nmJh","2021-11-02 05:51:34","2021-11-02 05:53:42","2021-11-02 05:53:42","","9999","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1955","female","","white","","hs","retired","detached","","rent","","3","very_liberal","","no","Interesting survey..Thank you"
"_lW20RY_9vP88_zTp2s1ydqh1ueclKdaIT9g1eKcclvQBx2yz4RgKP8KjtRbYJ3m","2021-11-02 06:19:25","2021-11-02 06:21:05","2021-11-02 06:21:05","","4534","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street, driveway, SFH","","3","definitelyNot","definitelyNot","1951","male","","white","","degree_bs","retired","detached","","own","","3","conservative","","no",""
"424GNNmw7psi6JhtgbhrsIiBs8KMaLkZ8FMihHzsWHV2sl4hubIxO5zarSYxQ4SG","2021-11-02 06:32:59","2021-11-02 06:35:33","2021-11-02 06:35:33","","4122","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street, driveway","","2","maybe","definitelyNot","1953","male","","white","","hs","not_employed_yes_looking","detached","","rent","","1","very_conservative","","yes",""
"eClQKWgOcbDltsxCEiO15tQSDVrnDmCgQFhwaEPOgWszW2CxxNYDu84Om3K76A_s","2021-11-02 06:49:45","2021-11-02 06:51:44","2021-11-02 06:51:44","","1463","hev","phev, bev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyYes","1985","male","","white","","college_some","employed_over40","mobile","","own","","1","very_conservative","","yes",""
"BBE3i9z8D0JjopW5juH9LVHYd_pRnQ8w9mqzyIdPqUF95z8M_G9X1tw76UEHWEaj","2021-11-02 07:12:39","2021-11-02 07:14:11","2021-11-02 07:14:11","","9412","hev","phev, bev","10000","0","","","shared_lot","","2","maybe","maybe","1992","female","","white","","no_hs","not_employed_yes_looking","apartment","","rent","","2","very_conservative","","no",""
"lgEWoqr5cVZ2amkSQStv7DtmvIQIrp0dfBSR7VRHAVKfjS__LkagJn569nK6_vG9","2021-11-02 07:31:56","2021-11-02 07:33:46","2021-11-02 07:33:46","","7512","hev","phev","not_sure","1","Gasoline","","SFH","","2","probablyYes","definitelyNot","1983","male","","asian","","degree_ms","not_employed_not_looking","townhome","","rent","","2","moderate","","no","None "
"sqzS9KkNNs0FaWucn1uGz2rHVwFd8JxINsX4Wx7y2wy67tvFVRkGWLLX8K_X9RWu","2021-11-02 08:10:19","2021-11-02 08:12:11","2021-11-02 08:12:11","","1527","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","1","probablyYes","probablyYes","1984","male","","white","","college_some","employed_over40","townhome","","rent","","1","moderate","","no",""
"s3eKZx4psGmAWQ_dLiAXe_4AR3kVtdoTfo7W6o6e1IllXpxdAaqUBIJ-wmDd5_Cb","2021-11-02 08:16:46","2021-11-02 08:18:04","2021-11-02 08:18:04","","8220","hev","phev, bev","2500","1","Gasoline","","street, driveway","","2","maybe","probablyNot","1973","female","","white","","hs","not_employed_yes_looking","detached","","own","","2","very_conservative","","no",""
"-VN-3HohrbFA8o_lF06peJIPq0HXccTTKskXBV9CJiOyWI4yEPyQ9k4md0pO3hmE","2021-11-02 08:32:40","2021-11-02 08:34:43","2021-11-02 08:34:43","","8124","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1986","male","","white","","vocational","not_employed_yes_looking","detached","","rent","","3","moderate","","no",""
"KfqnTsRqhlrHJfh2bnHAE0khU9_6ZK7-c3arQ2Liv94zH_OsHCWgZ0s8d_WDyrCP","2021-11-02 09:14:51","2021-11-02 09:16:49","2021-11-02 09:16:49","","6692","hev","phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1943","female","","white","","degree_ms","retired","condo","","own","","1","conservative","","no",""
"YCew1y8BAAjElPP_QThuSSNPbXXreM7K9_4GuK84s0ecQTJbUyggllD-xXanT_wo","2021-11-02 09:57:54","2021-11-02 10:00:38","2021-11-02 10:00:38","","4705","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","definitelyNot","1954","male","","black","","college_some","employed_under40","apartment","","rent","","1","very_liberal","","yes","Excellent survey "
"xxmRwboJPyx70TGXd_xlhvc18m25xB_NJDplow3-APKy1xjsFVhsJJnVA2UUvnHX","2021-11-02 10:20:31","2021-11-02 10:24:55","2021-11-02 10:24:55","","7959","phev","phev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1953","male","","black","","college_some","retired","condo","","own","","2","moderate","","no",""
"LiusrF4R78B3twMVayvCWVL0AVXXs4N4R087RQ1Sk40ON_HcfAyHO3qwmG9IU0Lo","2021-11-02 10:28:33","2021-11-02 10:32:15","2021-11-02 10:32:15","","3618","hev","bev","7500","2","Gasoline","","SFH","","2","probablyNot","probablyNot","1939","male","","white","","degree_associate","retired","detached","","own","","2","liberal","","no",""
"B9Z2Nc4tgTGyHcjmOg436PC9yzD5q0NDbwi-oBr5bGcRl5zvyhRjvbN3VHWy2yFv","2021-11-02 11:22:56","2021-11-02 11:23:48","2021-11-02 11:23:48","","1597","bev","phev","2500","3","Hybrid","","SFH","","2","maybe","definitelyNot","1989","male","","white","","degree_associate","employed_over40","apartment","","rent","","1","liberal","","no",""
"M-RoiQCr65_DdOAqh6VVEuNGCLKc65ZCrTn8x1fngt9SPy1k0j3H7rVTk0Xge6Zr","2021-11-02 11:47:38","2021-11-02 11:54:48","2021-11-02 11:54:48","","4866","hev","hev, phev, bev","2500","1","Gasoline","","driveway, SFH","","2","definitelyYes","probablyYes","1982","male","","white","","hs","disabled","detached","","own","","3","moderate","","yes","Well put together, but..., maybe you could share on the last page a chart of current depositions or talked about est.rebate/deductions etc. Just for informations sake. It would probably help random peoples to get a visual for their future decisions. ""If appliable"""
"Zp2Yqd3eaQ2yytgro7uOTDv4sdgSp2swv94aVDl3MtMAZoyVYVko_U9aizbtMRe_","2021-11-02 12:16:19","2021-11-02 12:18:23","2021-11-02 12:18:23","","2743","hev","phev","5000","1","Gasoline","","driveway","","3","definitelyNot","definitelyNot","1950","female","","white","","vocational","retired","mobile","","own","","2","moderate","","no","I thought it was a very good survey"
"YwZn0HN2qeRVj7YgVsPihXGLlfUD8TIikMQUPDDJMCmS2qEIMLLc968knXOz_Yvp","2021-11-02 12:39:03","2021-11-02 12:42:25","2021-11-02 12:42:25","","7848","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","probablyNot","1951","female","","white","","degree_ms","retired","detached","","own","","2","very_conservative","","no",""
